questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What was AJ Ayer an important member of?,Logical empiricism,Army Chief of Staff,"[Document(id=6efe91225999db5446906baa4a05c76ae7b2289802a7557fec46193f813b94ba, content: ' He then was posted as chief military aide to General MacArthur, Army Chief of Staff. In 1932, he pa...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 123.8434560431782)]",0.0,-0.007286764681339264,0.0,0.0,0.0
In which year was a settlement reached regarding GE's pollution of the Housatonic River?,1999,1977,"[Document(id=754901c14e07fd836481f4df6a9e1c790f259897d11a92d8f4449320bf432be1, content: ' Around the same time, General Electric's Canadian counterpart, Canadian General Electric, was forme...', meta: {'name': 'General_Electric', 'source_id': '26d4044eb2d79191635af69e57c262af8041a70871e60e989128c458529f04cc', 'page_number': 1}, score: 123.02371619032975)]",1.0,0.47267118096351624,1.0,1.0,1.0
What area in Charleston is considered the 'industrial area'?,the city's Neck area,Charleston–North Charleston–Summerville Metropolitan Statistical Area,"[Document(id=620f512c3df1eb1788fcecbd5ec4c0438953e005020fab4303e121d55369ade5, content: 'Charleston is the oldest and second-largest city in the U.S. state of South Carolina, the county sea...', meta: {'name': 'Charleston,_South_Carolina', 'source_id': '6135d76cf2064b0c4f70e685c5c7e15b8093869ebd10f9a74e8acb07e2173763', 'page_number': 1}, score: 162.28901843144436)]",1.0,0.20230621099472046,1.0,1.0,1.0
In what year did Frédéric obtain citizenship in France?,1835,1850,"[Document(id=1e3e69a84cc78a6aeb6d7a1e0750f22f9b9f8a20e99eb5fb853b1aee5e4a5464, content: ' In the year 2000, there were 5,171 Dominican friars in solemn vows, 917 student brothers, and 237 n...', meta: {'name': 'Dominican_Order', 'source_id': 'f55ba4e5b37c737e23256c74229a0bf3a5c697b70e171c6ce20c437d900b023e', 'page_number': 1}, score: 114.08279937842687)]",0.0,0.7635257244110107,0.0,0.0,0.0
What was Tesla afraid someone was trying to do with his invention?,steal the invention,give it to the world,"[Document(id=cd1bbe0a0f57ccb9f150760bab01a15e98f2aa46f2da4ccfd8b6ace2c7bcef40, content: '"" He stated that the theory was ""worked out in all details"" and that he hoped to soon give it to the...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 157.6234986896534)]",1.0,0.20373223721981049,1.0,1.0,1.0
What is the group called that does not agree with government at all?,anarchists,Conservative Party,"[Document(id=2ed7ec47dfa8a6f2657c25409b254c42e400c9863ba44e8ab436132c050b8f18, content: ' As opposed to the instability of the earlier factions, which were often tied to a particular leader...', meta: {'name': 'Political_party', 'source_id': '476a9215de81b75a4f17737eed1679570973e55b5ed6175aa0ec1014b09d4632', 'page_number': 1}, score: 102.83304796718625)]",0.0,0.2992589473724365,0.0,0.0,0.0
What was the name of the bookstore the authors met in?,Old Corner Bookstore,The Eagle and Child and the Lamb and Flag,"[Document(id=463e7639a75455c71923ca7ab663fc14689389b615c5d0a79e6d3f4f8a3efa67, content: '
The Angel, Islington was formerly a coaching inn, the first on the route northwards out of London, ...', meta: {'name': 'Pub', 'source_id': '502d7ebebad9932fd886ae14992fa24a60ee4433f6dc693672b70b3b21ed1232', 'page_number': 1}, score: 94.35735602218969)]",0.0,0.04613007232546806,0.0,0.0,0.0
Time and space are both examples of what type of resource?,complexity resources,memory,"[Document(id=e3b88b4f578ec5a002692c5a052496d37d6ee090a0491c5dc17087f489872445, content: ' When negative numbers are required, they are usually stored in two's complement notation. Other arr...', meta: {'name': 'Computer', 'source_id': 'a39560aa5caca299e2e8876ee9b291a51b896b645abcc4d5f2a790a0fa89fcef', 'page_number': 1}, score: 110.41973994552734)]",0.0,0.30840396881103516,0.0,0.0,0.0
What had happened to Frederick's extra troops from Russia?,"Catherine, who ended Russia's alliance with Prussia and withdrew from the war","Britain also dispatched 9,000 troops to reinforce Ferdinand's Hanoverian army","[Document(id=60dd852bd4811252974d9b4fd57e9056d66a8aa3d37e5b165e9ecfbabcd5ff4e, content: ' Hadik, however, left the city with his Hussars and safely reached the Austrian lines. Subsequently,...', meta: {'name': 'Seven_Years%27_War', 'source_id': '3ce1ed9d37c2147a385da7d5e5b943fd3d7b17c5d89dca3dd9b367b2b1f095e3', 'page_number': 1}, score: 169.66570089574043)]",1.0,0.2595359981060028,1.0,1.0,1.0
What percentage of its workforce did Dell terminate in from 2007 to 2008?,10%,10%,"[Document(id=0a1d789e1e3ae04146d38c10ae30c76bb73173ec2df854d0b0695309c7e8629a, content: '”
On April 23, 2008, Dell announced the closure of one of its biggest Canadian call-centers in Kanat...', meta: {'name': 'Dell', 'source_id': '2a4fe0f2b4ecfc25a3563020204c8a55c9674b77ca6df3c224557299cb0a5581', 'page_number': 1}, score: 154.56627095248245)]",1.0,0.9999999403953552,1.0,1.0,1.0
What organization was Rome's official caretaker?,the senate,Roman Curia,"[Document(id=fbef94a0288b5d083c93b4da5c36f178efacfd1ea24699f179b4aa34c77781b7, content: ' Several texts proposed for his approval had to be changed. But all texts were finally agreed upon. ...', meta: {'name': 'Pope_Paul_VI', 'source_id': 'fc82a40c990c0b3840b06b32643858d39984b66d78ae950561d809dc84d6edf8', 'page_number': 1}, score: 143.94454170340043)]",0.0,0.20437279343605042,0.0,0.0,0.0
Who chose BYU as the location of the national Middle East Language Resource Center?,United States Department of Education,United States Department of Education,"[Document(id=0b3a599a54fac34c82f29d858c51bbf5ce4f37032b3539a76c2b8a6b918abc6e, content: ' Several of its language programs are the largest of their kind in the nation, the Russian program b...', meta: {'name': 'Brigham_Young_University', 'source_id': 'cb3b81b6f2c540426803106face67bc5fd4db7b1a9ef422ec3601456732b4785', 'page_number': 1}, score: 231.42251702622502)]",1.0,1.0,1.0,1.0,1.0
Who discovered Hydrogen gas?,Robert Boyle,Robert Boyle,"[Document(id=45ad6989b7801812895d43ea694bad169af9b5dd9024dd96b099fe071a196217, content: '
In 1671, Robert Boyle discovered and described the reaction between iron filings and dilute acids, ...', meta: {'name': 'Hydrogen', 'source_id': '68980750bab4ae17fc394871df89fbbb807d0b180a08bf2698ebc1ec0613d8a2', 'page_number': 1}, score: 208.54315140237432)]",1.0,1.0000001192092896,1.0,1.0,1.0
Where was Polybius forced to go as hostage?,Rome,Milan,"[Document(id=f3ddc00ec9151a3a78139029d06124f9dd3a5c7d358c3b467fee97a09cc00605, content: '."" (Pope Gregory I, would have full access to the Vatican Archives).
Constantius, ordered Liberius i...', meta: {'name': 'Athanasius_of_Alexandria', 'source_id': '2a8e7ec0a44075f1a567744982dcecf4bcea19f0065d4f73c742398a05fa1642', 'page_number': 1}, score: 155.37445791726404)]",0.0,-0.021660923957824707,0.0,0.0,0.0
In what decade was disco popular?,1970s,1980s,"[Document(id=40c02ba6acd7df36a81130944465adc587a46eaf90fc8f3232939968d3e04b8b, content: '
In the late 1980s, many local Chicago house music artists suddenly found themselves presented with ...', meta: {'name': 'House_music', 'source_id': 'c556f4a459e8a99b6d2065bab8fd6a918d0a00f13291aad2473922492e4abf2e', 'page_number': 1}, score: 154.38767033374768)]",0.0,0.7754138708114624,0.0,0.0,0.0
What do the rivers form?,lakes,lakes,"[Document(id=c751375299aac2090fe706008704ed47f7358e09ebad2acbc0d54e2c5b0ab5d3, content: ' Cities such as Milan depend on 80 percent of water from Alpine runoff. Water from the rivers is use...', meta: {'name': 'Alps', 'source_id': 'd2eb3ad3af7d6110ae691bf40660ff7a79e4e9dbfd25785b4e55c7700bfcae79', 'page_number': 1}, score: 122.65050850059238)]",1.0,1.0,1.0,1.0,1.0
What were the first 256 code points of Unicode made identical to? ,ISO-8859-1,ISO-8859-1,"[Document(id=1ca3328892ba24004a75d8cfaab0f58ce32bed8ee034be6fa54e33e8b0a62eb5, content: ' UTF-16 extends UCS-2, using one 16-bit unit for the characters that were representable in UCS-2 and...', meta: {'name': 'Unicode', 'source_id': '5466bae2d66ecdb546af3cc34795de9f594465bd49e997a8c32cca0dc3b5d1e2', 'page_number': 1}, score: 160.02748578769464)]",1.0,0.9999998807907104,1.0,1.0,1.0
"How many countries did her song ""Irreplaceable"" get number one status in?",five,sixth,"[Document(id=5567145967b8e3e9c915e0f901144470e7375757e88c1cee87ef724f63eeeb55, content: ' The album's first single, ""Frozen"", became Madonna's first single to debut at number one in the UK,...', meta: {'name': 'Madonna_(entertainer)', 'source_id': '0868d847bb768c30a7507239169d5e441bb3181b66c8b9353a863daa3d58e425', 'page_number': 1}, score: 104.24713931541928)]",0.0,0.5111092329025269,0.0,0.0,0.0
How many Examination Boards exist in India?,30,89.,"[Document(id=9172a42a065a9a9def97dc9c6923221ca37a1ddd8c4839b6799dfb8f0dd0495b, content: ' New Delhi has a literacy rate of 89.38% according to 2011 census, which is highest in Delhi.
Hindui...', meta: {'name': 'New_Delhi', 'source_id': '3b716631dedc36f770955e2ea4abca667e0b1db5ad4b63ad7a7e250e2bba1a5f', 'page_number': 1}, score: 106.38217760589907)]",0.0,0.28285151720046997,0.0,0.0,0.0
What play showed an early depiction of civil disobedience?,Antigone,Antigone,"[Document(id=23b161a9804a8a11c97c4f3f14b6762b49fdf3b1fefb8ff1de76b00cfa00995a, content: 'One of its earliest massive implementations was brought about by Egyptians against the British occup...', meta: {'name': 'Civil_disobedience', 'source_id': '505ac0ceafea50bbbfc74281c3c932b97c3074217d7ffe74512a2d0eb97fe491', 'page_number': 1}, score: 159.1381537658833)]",1.0,1.0000001192092896,1.0,1.0,1.0
"Once in conversation with the Queen, how is Elizabeth addressed?",Ma'am,United Nations,"[Document(id=36cca080196ef1b35130c0b7bcd6bb4216fa5de9889c7c13bfa049ba8b3661c7, content: ' Criticism was focused on the institution of the monarchy itself and the Queen's wider family rather...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 147.77558783372996)]",1.0,0.1381722390651703,1.0,1.0,1.0
In what century did Paris become largely into fashion?,19th,19th century,"[Document(id=2ab8eb5978dfe802538939b80ae771d663adc411a3a6da5e18b0edcdba1d8f8f, content: ' Sculptors such as Girardon, Coysevox and Coustou acquired reputations as the finest artists in the ...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 170.6255699703063)]",1.0,0.8267526626586914,1.0,1.0,1.0
When did Alfred the Great begin his reign?,871,1155,"[Document(id=c7bdd00168040f6dde256d6ef2194d3f83ef5509c789f5d39e9215b8ddef1069, content: ' His successors continued to struggle against the papacy as well as the German nobility. A period of...', meta: {'name': 'Middle_Ages', 'source_id': 'f13b345e20c54b6cc55363080d7492474df62715717172aa9f1029f286010ad9', 'page_number': 1}, score: 135.05448547534107)]",1.0,0.4921835660934448,1.0,1.0,1.0
What two methods can be used when using Load Testing?,data or a large number of users,load or endurance,"[Document(id=77ce7cf14e807c8808892e96984a50baad4f22bdca6b22034b2fb170f96240a2, content: ' Stability testing (often referred to as load or endurance testing) checks to see if the software ca...', meta: {'name': 'Software_testing', 'source_id': '141fdc660b7505b00b8550733c65d48914cde6833d577a5494a41a6cb01a3827', 'page_number': 1}, score: 108.62422873080027)]",1.0,0.14578144252300262,1.0,1.0,1.0
what may possibly be a solution to net neutrality concerns? ,municipal broadband,municipal broadband,"[Document(id=bb0e180e009c490f3ae30fb55a9a91cbe512409c2e12ebae0203298a6f3efe78, content: 'S. Federal Communications Commission (FCC) was reported to be considering a new rule that will permi...', meta: {'name': 'Internet_service_provider', 'source_id': 'b6cdeebacab1c0fc99cc348ba10a7ad5f8a09ca4691c74f89374730939ffbbb4', 'page_number': 1}, score: 117.52238522381246)]",1.0,1.0,1.0,1.0,1.0
What are the ground-attack aircraft in the USAF usually deployed in support for? ,U.S. ground forces,U.S. ground forces,"[Document(id=cdfa1e6bea8fd42b00ce80468ba471689216a6195425c2435fb1141b0b8c7e6f, content: '
The ground-attack aircraft of the USAF are designed to attack targets on the ground and are often d...', meta: {'name': 'United_States_Air_Force', 'source_id': '1bb222de66e5a2c81f1d5b75bf3eced066939aec82934a5cb176a607b4e8cc8f', 'page_number': 1}, score: 206.33038319807193)]",1.0,0.9999999403953552,1.0,1.0,1.0
 In what year did the invasion of Russia take place?,1812,1917,"[Document(id=5cf39c40640013969626bfa9dcc17e86c891033c6881c53d41dfced842a316bd, content: '
The Russian Revolution is the series of revolutions in Russia in 1917, which destroyed the Tsarist ...', meta: {'name': 'Modern_history', 'source_id': '59c9b273f6f85af9d336afaf5154a702230bef3726363ecbf5c8378f5d8798c7', 'page_number': 1}, score: 172.22838449876542)]",0.0,0.6207312941551208,0.0,0.0,0.0
What was the practice of religion to the Romans?,personal choice,"Private and personal worship was an important aspect of religious practices. In a sense, each household was a temple to the gods","[Document(id=d2af24870dc313fd20684bc694305efc093549248524947f6bd762d819334887, content: '[citation needed]
Roman religious beliefs date back to the founding of Rome, around 800 BC. However,...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 239.36564833446252)]",0.0,0.3531951308250427,0.0,0.0,0.0
What is one example of failure testing?,Software fault injection,Software fault injection,"[Document(id=76ad3fb3d257a3812a169d749a5fb13f2e05383764e8f9dfc53895f08747b375, content: ' Beta versions can be made available to the open public to increase the feedback field to a maximal ...', meta: {'name': 'Software_testing', 'source_id': '141fdc660b7505b00b8550733c65d48914cde6833d577a5494a41a6cb01a3827', 'page_number': 1}, score: 133.72966963796148)]",1.0,0.9999998807907104,1.0,1.0,1.0
"Out of the maximum amount of players allowed, one must be a what?",goalkeeper,25-man squad of players aged over 21,"[Document(id=729a1a7b3183917b1dc01acb07f1b632efc33f4eea6aeffbe484b1530c2d94f0, content: ' By 2009, under 40% of the players in the Premier League were English.
In response to concerns that ...', meta: {'name': 'Premier_League', 'source_id': '369baa9a5a854704f16fadd35144d3a3150cf1e9ae1671d9b50a3448547b814b', 'page_number': 1}, score: 105.43494496687926)]",0.0,0.2028268426656723,0.0,0.0,0.0
In which year was the new constitution ratified?,1855,1977,"[Document(id=cd7897f96259919a226f490cef36c94f009c4cd789e86e763ab320a9ec5bca5a, content: ' The march originated at the Opera Plaza after speakers, mainly intellectuals, addressed the crowd.
...', meta: {'name': 'Dissolution_of_the_Soviet_Union', 'source_id': 'f13431b95b0890d57a225554d0ef9f1d051f9e4f48b8d8798689c11670d5b2ac', 'page_number': 1}, score: 121.1361988185173)]",0.0,0.46762916445732117,0.0,0.0,0.0
What vessel was attacked in 1845?,Naiad,"Russian Bomarsund fortress on Åland Islands. In the same month, the Western Allied Baltic Fleet tried to destroy heavily defended Russian dockyards at Sveaborg outside Helsinki. More than 1000 enemy guns tested the strength of the fortress for two days. Despite the shelling, the sailors of the 120-gun ship Rossiya","[Document(id=3c65091ec8b7ef0626d34520c5e99c8f6539d594394209264472f89890ca987c, content: ' These battles are known in Finland as the Åland war.
In August 1855 a Franco-British naval force ca...', meta: {'name': 'Crimean_War', 'source_id': '66f44772af3b4c2aebf16f2866ee8ea9e71fc3471480ed94ea0b2638c0f5b570', 'page_number': 1}, score: 167.4531894262477)]",0.0,0.11404582113027573,0.0,0.0,0.0
When did Travel + Leisure list Yale as one of the most beautiful campuses?,2011,2011,"[Document(id=92daacd08f6215b2b6c9a23e96940ae9ffa3af8f6a0300108c6bfcf840702db9, content: ' In western New Haven, the university holds 500 acres (2.0 km2) of athletic facilities, including th...', meta: {'name': 'Yale_University', 'source_id': 'f33638c4d6b8d7572ba500f3a8affca1729aae3046c83a94e2a7424dd50f6549', 'page_number': 1}, score: 177.64039326449637)]",1.0,1.0,1.0,1.0,1.0
What sort of variants did the Human Genome Project indicate that many of the measured transcripts were?,alternative variants,expressed sequence tags,"[Document(id=f61b4e12858ae84a04762a59c6bfaccab2588f02781fe27a55cb8323cef086ed, content: ' This mechanism is a common source of new genes in prokaryotes, sometimes thought to contribute more...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 104.78775277873254)]",1.0,0.13049247860908508,1.0,1.0,1.0
During what year did the Italians invade Libya?,1911,1980,"[Document(id=e97c93db725af1581bd486f05e5e76d0f4731b0215b471c0ebd9a4eb033f7c96, content: ' The mission failed; 400 Libyans were killed and they were forced to retreat. Gaddafi later came to ...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 204.3926580375098)]",1.0,0.48459160327911377,1.0,1.0,1.0
What did Davidson believe the God of Aristotle is synonymous with?,rational thought,Jupiter,"[Document(id=a8cc5557b921c5766b219ced4b8319da3ea79db597efbb98b7cbe6998afe6656, content: ' Ambrose, the influential Bishop of Milan and future saint, wrote urging the rejection of Symmachus'...', meta: {'name': 'Religion_in_ancient_Rome', 'source_id': '5539950aa68a34aaa32ce17890e29473510376f98e0ff668c55f32354d881f90', 'page_number': 1}, score: 185.2449344711922)]",0.0,0.0053202565759420395,0.0,0.0,0.0
What percentage of students at Notre Dame are the children of former Notre Dame students?,21–24%,21–24%,"[Document(id=4a2399f100a536a4baf71c5dedf166c45f09b1b237a505e9a84faf1da7fd8a1b, content: '
In 2014 the Notre Dame student body consisted of 12,179 students, with 8,448 undergraduates, 2,138 ...', meta: {'name': 'University_of_Notre_Dame', 'source_id': '4d72b1adc03b693b389a144097b6ebc1668cfbaef6fa42bbc023428ed14a60d9', 'page_number': 1}, score: 172.25504829596989)]",1.0,0.9999998807907104,1.0,1.0,1.0
On what day did U.S> planes located Ozawa's fleet?,second,19 February,"[Document(id=3aa48796f054c4788769b2991e2826cffc49e4db56b22dc5cb5d2e279b46d630, content: ' The network of bunkers and pillboxes greatly favored the defender.
Starting in mid-June 1944, Iwo J...', meta: {'name': 'Pacific_War', 'source_id': 'bbc89e90f0fa3a97026e63250a28c1a17f157ab8c6d81bc70d6d55b8da059c57', 'page_number': 1}, score: 168.23687425884253)]",1.0,0.24278084933757782,1.0,1.0,1.0
Greek was crowned the European champions in what event?,Euro 2004,Euro 2004,"[Document(id=4b9cc1d29ed0f9a4cb783c7febb93802073dee536efd60ee53a2c3e5bec9cccf, content: ' Their best ever performance was in the 1896 Summer Olympics, when Greece finished second in the med...', meta: {'name': 'Greece', 'source_id': '13d8bb8decd2812a2721cd8f6ecffbf13e7a3bc07776ab008e28497e15162217', 'page_number': 1}, score: 154.4942077869361)]",1.0,1.0,1.0,1.0,1.0
Which tense indicates that an action hasn't finished?,imperfective,/p pʰ b,"[Document(id=f80807120f788ee71503c071a59466d44904fb238af267935e4ae418c2b5a1da, content: ' Punjabi has lost breathy-voiced consonants, which resulted in a tone system, and therefore has a di...', meta: {'name': 'Aspirated_consonant', 'source_id': 'ded60872a72621c0cc2ee33d9a7b0d60f1474075e260da958b752dbe72e00321', 'page_number': 1}, score: 121.52265386631508)]",0.0,0.07327696681022644,0.0,0.0,0.0
What acoustic element could be distorted by different audio settings in iPods prior to 2007?,Bass,bass instruments,"[Document(id=7308906ca1725346de1f8669d04745bd0719f93959d2b77a3e2eedd2aea218ba, content: ' This would happen for EQ settings like R&B, Rock, Acoustic, and Bass Booster, because the equalizer...', meta: {'name': 'IPod', 'source_id': 'f0324763387a7e11c235569bada6935891b2c5ba40dd065ab5acc1bb5de8dbed', 'page_number': 1}, score: 151.26005977413936)]",1.0,0.40640756487846375,1.0,1.0,1.0
In what way can Neutral triatomic hydrogen exist?,excited form,in the interstellar medium,"[Document(id=628fa2cca8f8b08b31e468b195f5cd5c6ad4092446b69382591236851e2cc2ff, content: '
Hydrogen, as atomic H, is the most abundant chemical element in the universe, making up 75% of norm...', meta: {'name': 'Hydrogen', 'source_id': '68980750bab4ae17fc394871df89fbbb807d0b180a08bf2698ebc1ec0613d8a2', 'page_number': 1}, score: 114.30356430255492)]",1.0,0.09371746331453323,1.0,1.0,1.0
How are children used in the conflicts in Burma?,Child soldiers have and continue to play a major part in the Burmese Army as well as Burmese rebel movements.,Child soldiers have and continue to play a major part in the Burmese Army as well as Burmese rebel movements,"[Document(id=ff11a1c6102e2b293943cbcfb8c2935799487df6f465dea412c00844c1c7c655, content: '"" In July 2013, the Assistance Association for Political Prisoners indicated that there were approxi...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 166.35832930030904)]",1.0,0.997592568397522,1.0,1.0,1.0
In what decades were Arsenal players stereotyped in a negative way?,1970s and 1980s,Os Arsenalistas,"[Document(id=5008c48e9b8d1c751b9388b7772f14176f8c01ef2697fa8a4d0c1fd478bfbfca, content: ' In 1909, Sparta Prague adopted a dark red kit like the one Arsenal wore at the time; in 1938, Hiber...', meta: {'name': 'Arsenal_F.C.', 'source_id': 'b197b14120aabbc3bf2073d4b3e99c1c51d56d5ac5248f8a97dadcfa056a6f7e', 'page_number': 1}, score: 79.88047283584906)]",1.0,-0.08058245480060577,1.0,1.0,1.0
When did new construction start in Melbourne?,late 1890s,February 2006,"[Document(id=3513fcc6c75aee92ba5e4d20e40d134b9159f33067469bcc48634091ed74a9ed, content: '8 billion annually. Melbourne has been attracting an increasing share of domestic and international ...', meta: {'name': 'Melbourne', 'source_id': 'e9cc00699ea29b72949874ec0e147efa277ecdaa2a727246f376aab1a8d342bd', 'page_number': 1}, score: 185.98741924757314)]",1.0,0.34920746088027954,1.0,1.0,1.0
